created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,mention_username
Fri Jul 08 11:26:10 +0000 2022,1545368642514464768,"Org kalo liat fakta langsung kok kalian nyinyir bgt"" sebenrny bkn salah fuji. Dia dapet nama. Cmn terbukti seberapa jelek nya taste org sini yg naikin nama org2 no prestasi ke layar kaca. Suka sad liat anak2 teater yg akting nya bagus2 tp g tembus film hanya karena g komersil.""",2,12,49,685,in,1285713790856617985,1545368642514464768,bocahfujoshi,https://twitter.com/bocahfujoshi/status/1545368642514464768,
Fri Jul 08 07:26:52 +0000 2022,1545308420123021313,"@kuenih @wisnuferdiansyh @tvindonesiawkwk Bener sih:( bkn fans puji, tp masa orgorg ga ngehargain skill model, yg kalo belajar lewat sekolah aja mahal.. pdhl selebgram sejenis fuji banyak dr dulu.",1,3,1,530,in,1322173943696879621,1545267784040738816,aaleshals,https://twitter.com/aaleshals/status/1545308420123021313,"kuenih, wisnuferdiansyh, tvindonesiawkwk"
Fri Jul 08 07:14:54 +0000 2022,1545305407681626113,@tvindonesiawkwk *gue bukan fans fuji ygy* tapi kalian yang suka nanyain prestasi atau pencapaian orang lain mending sekarang lebih fokus sama pencapaian diri sendiri aja deh. Bisa jadi mereka yang kalian bilang sukses ‘tanpa karya’ ini adalah buah dari amalan2 baik keluarganya selama ini.,0,4,13,534,in,1225993038335340546,1545267784040738816,handtossedpizz4,https://twitter.com/handtossedpizz4/status/1545305407681626113,tvindonesiawkwk
Fri Jul 08 06:00:30 +0000 2022,1545286687416209409,@mrcipage Orang-orang pada overproud buat Fuji &amp  overhate buat Mayang,15,16,73,3977,in,1054000474632839168,1545283041525768193,maheskruk,https://twitter.com/maheskruk/status/1545286687416209409,mrcipage
Fri Jul 08 05:55:18 +0000 2022,1545285378760114176,"@mrcipage Pertama gue ga paham terus gue search fuji siapa, lah nemu ini... Gue yang lulus SMA 18th b aja tuh ga dibuat berita https://t.co/Bjw45fgmKU",46,53,5,408,in,1280704165430169600,1545283041525768193,Hiyyup,https://twitter.com/Hiyyup/status/1545285378760114176,mrcipage
Tue Jul 05 17:15:22 +0000 2022,1544369357769392131,fuji provia 100 https://t.co/nwiXl6E4FS,2,3,42,694,in,1445804631485976577,1544369357769392131,suffer_rosa,https://twitter.com/suffer_rosa/status/1544369357769392131,
Mon Jul 04 08:21:07 +0000 2022,1543872520281268227,@tanyakanrl harusnya fuji kirim meme ini https://t.co/QHzhFhMqrV,0,0,20,1747,in,1261285332881780736,1543870982930046976,mengeluhi,https://twitter.com/mengeluhi/status/1543872520281268227,tanyakanrl
Mon Jul 04 08:17:18 +0000 2022,1543871562868486144,"@tanyakanrl Tapi bener loh... Bayi gak boleh sembarang disentuh... Fuji bener kok. Kalo ancam tak boleh meliput lagi, AQ gtw",1,1,13,1498,in,1539244684400283649,1543870982930046976,Fsybth1,https://twitter.com/Fsybth1/status/1543871562868486144,tanyakanrl
Sun Jul 03 15:47:20 +0000 2022,1543622425572569088,"@Askrlfess jujur bingung sama orang yg sempet2nya pusingin masalah keluarga seleb, atau tiap hari post doain fuji gala mayang gini gitu, i mean kok sempet siih 😭 gapapa sih tapi apa ga punya masalah di idupnya yg bikin pusing gitu?",6,9,45,679,in,1447463355178897409,1543595568231903232,jalaninajagasih,https://twitter.com/jalaninajagasih/status/1543622425572569088,Askrlfess
Sun Jul 03 13:38:17 +0000 2022,1543589951492788225,"Mt. Fuji, Japan 🇯🇵 #NaturePhotography #nature https://t.co/7FPZwUScvC",169,189,4442,41718,in,1383404685189545985,1543589951492788225,BintingM,https://twitter.com/BintingM/status/1543589951492788225,
Fri Jul 01 04:20:02 +0000 2022,1542724687293448192,"ptn! jawab ya💅 kalo akuuuu.. universitas udayana, biar bisa ketemu Fuji, sekalian pansos ygy, tag Fuji dongggg https://t.co/nM2zPwbSTZ",433,1298,44,1321,in,1205629250423779328,1542724687293448192,sbmptnfess,https://twitter.com/sbmptnfess/status/1542724687293448192,
Thu Jun 30 06:55:59 +0000 2022,1542401543357739010,"@convomfs Mau sebenci atau se nggak suka apapun lu ke Fuji, jokes kayak gitu tuh kelewatan. Dan yang ngetawain ini tuh gue ngga tau letak lucunya dimana.",2,24,35,1482,in,1092686413991038976,1542396458347155456,strauykids,https://twitter.com/strauykids/status/1542401543357739010,convomfs
Thu Jun 30 03:56:38 +0000 2022,1542356409488404485,"@ultramcosmos @petzoldzzz Hujat Fuji di Twitter aman mas, diluar platform itu bakal di ulti sama fansnya wkwk",7,14,16,574,in,1297352652225880064,1542008845613944833,hanagulfinarr,https://twitter.com/hanagulfinarr/status/1542356409488404485,"ultramcosmos, petzoldzzz"
Wed Jun 29 18:31:10 +0000 2022,1542214105347391488,@petzoldzzz fuji jelek ew,96,84,27,987,in,1144872731290173443,1542008845613944833,brianpablo777,https://twitter.com/brianpablo777/status/1542214105347391488,petzoldzzz
Wed Jun 29 10:56:24 +0000 2022,1542099659484647425,"@naaaf1a @tanyakanrl sorry, aku bukan fans fuji, tp emang kenapa deh kalo ada yg nge fans sama dia?",0,4,2,382,in,1500112511554625541,1542089261176209409,geramangan,https://twitter.com/geramangan/status/1542099659484647425,"naaaf1a, tanyakanrl"
Wed Jun 29 04:56:47 +0000 2022,1542009158559756288,@petzoldzzz gue mau ngejokes soal fuji tp takut kelewatan tp emg gmn ya itu orang 🤣,1,2,0,359,in,1320155837587808257,1542008845613944833,poisonedbyeve,https://twitter.com/poisonedbyeve/status/1542009158559756288,petzoldzzz
Tue Jun 28 09:07:48 +0000 2022,1541709941341229058,"@moviemenfes Pantes Fuji ga main Twitter, hatters nya disini semua woi🤣",4,5,9,521,in,1297352652225880064,1541702951047426050,hanagulfinarr,https://twitter.com/hanagulfinarr/status/1541709941341229058,moviemenfes
Mon Jun 27 18:33:31 +0000 2022,1541489919851470849,"Mt. Fuji, Japan https://t.co/AgJqzJYgCM",2,6,94,458,in,1270050068993892352,1541489919851470849,Junaidk84377239,https://twitter.com/Junaidk84377239/status/1541489919851470849,
Fri Jun 24 10:18:13 +0000 2022,1540278111681388545,@moviemenfes Bukan hater atau fans tp tiara sana fuji dibikin peran utama tuh kek gmna yaaa udah mah dr judulnya aja kurang “menggugah selera” (?????) 🙏 aduh takut diserang🥺🙏🙏🙏🙏🥹,1,1,6,613,in,117645898,1540274792892633088,aliyyaraa,https://twitter.com/aliyyaraa/status/1540278111681388545,moviemenfes
Fri Jun 24 10:08:33 +0000 2022,1540275678544658432,"@moviemenfes Biasa aja, bukan krna akting fuji tapi krna vibesnya sctv banget bukan bioskop😭🙏🏻",1,5,10,1111,in,840804336766599168,1540274792892633088,thinkaboutris,https://twitter.com/thinkaboutris/status/1540275678544658432,moviemenfes
Wed Jun 22 02:55:00 +0000 2022,1539441795825815553,"Fuji from Lake Yamanaka, by Takahashi Shotei, 1929  #shinhanga https://t.co/fSt00XslBJ",6,3,77,431,in,910305551220826113,1539441795825815553,JapanTraCul,https://twitter.com/JapanTraCul/status/1539441795825815553,
Sat Jun 18 22:52:08 +0000 2022,1538293515855097856,#ファインダー越しの私の世界   📷Fuji x100v https://t.co/g4JPXus28k,0,0,18,268,in,1243289368271314945,1538293515855097856,meimimi1515,https://twitter.com/meimimi1515/status/1538293515855097856,
Sun Jun 12 07:00:08 +0000 2022,1535879609635377152,"Seoul2022,fuji xtra400,leica mp🫧🎻🌺✨ https://t.co/OHscXSPUv8",58,115,2095,10007,in,307782840,1535879609635377152,tontawan_t,https://twitter.com/tontawan_t/status/1535879609635377152,
Sat Jun 11 15:08:00 +0000 2022,1535639994140065793,"Mt. Fuji, Japan https://t.co/4UGYILcEm5",1,2,47,338,in,1258443342997860353,1535639994140065793,visualsofearth1,https://twitter.com/visualsofearth1/status/1535639994140065793,
Sat Jun 11 07:35:16 +0000 2022,1535526063081525248,"Anjay pada pake ponco, panggung segede alaihim gambreng.   Gua kaya maen di Fuji Rock dah padahal Cimahi. 🏄🏻 https://t.co/MUr7rgAqDT",6,32,57,516,in,916495116369510400,1535526063081525248,thepanturas,https://twitter.com/thepanturas/status/1535526063081525248,
Wed Jun 08 10:44:42 +0000 2022,1534486568807071744,"Fuji TV x HYBE HYBE JAPAN TV"" akan mulai ditayangkan di Fuji TV pada 28 juni   Artis populer yang tergabung dalam label di bawah HYBE dijadwalkan untuk tampil dalam program ini secara bergantian, SEVENTEEN menjadi artis pertama yang berpartisipasi dalam acara ini -""",18,3,192,876,in,1259708808386891776,1534486568807071744,My17youth,https://twitter.com/My17youth/status/1534486568807071744,
Tue Jun 07 11:44:29 +0000 2022,1534139225842810881,@AREAJULID Konon katanya saking bucinnya Thariq sama Fuji. Fuji kalau tidak shalat. Thariq yang dicambuk malaikat.,232,198,545,6211,in,897428928,1534137877541531648,Androngehe,https://twitter.com/Androngehe/status/1534139225842810881,AREAJULID
Tue Jun 07 05:47:20 +0000 2022,1534049347607724034,@tvindonesiawkwk Fans bola fanatik = Club bolanya emang ada effort Fans K-Pop fanatik = idolnya ada karya buat dijual Wibu fanatik = anime emang sebagus itu Fans Fuji fanatik= nggak tau,45,45,310,5352,in,1268401971221811201,1534017708907704320,itsam23,https://twitter.com/itsam23/status/1534049347607724034,tvindonesiawkwk
Sun May 22 10:25:58 +0000 2022,1528321262740770817,"Hiroshi Yoshida (1876-1950) Mount Fuji, 1928. https://t.co/4UMzzQRTbL",3,0,61,293,in,3247703020,1528321262740770817,MenschOhneMusil,https://twitter.com/MenschOhneMusil/status/1528321262740770817,
Thu May 19 13:08:15 +0000 2022,1527274940453605380,"Mt. Fuji, Japan by Kohki Yamaguchi.😲🗻✨ https://t.co/dEImM2BhHE",11,11,332,2992,in,1359955466940465157,1527274940453605380,Aerospace_Lovr,https://twitter.com/Aerospace_Lovr/status/1527274940453605380,
Wed May 18 18:05:17 +0000 2022,1526987303532773376,@szerenata @oolatte sama case nya kek farhat abbas mau penjarain thoriq sama fuji gegara bucin :),9,8,22,1241,in,1081678270381191168,1526954300005437440,acuneomu_uwu,https://twitter.com/acuneomu_uwu/status/1526987303532773376,"szerenata, oolatte"
Wed May 11 09:14:26 +0000 2022,1524316992252956672,"@faravvay_ @pengwinningg mama gua gasuka mrk masalahnya katanya 'apaansi alay' gitu anjir): trs ky fuji gtgt jg dia ga ngikutin, yg gosip ibu2 gt jg gatau, nolep kali ya mak gua 🤔",40,48,32,1274,in,1330519828331974658,1524225542114881536,PIXIEWORLDZ,https://twitter.com/PIXIEWORLDZ/status/1524316992252956672,"faravvay_, pengwinningg"
Thu May 05 12:38:13 +0000 2022,1522193951339565057,Meteor &amp  Milky Way over Mt. Fuji by Hayata Suzuki.🤯 https://t.co/y8LVn77JtT,0,4,85,639,in,1359955466940465157,1522193951339565057,Aerospace_Lovr,https://twitter.com/Aerospace_Lovr/status/1522193951339565057,
Tue May 03 06:55:54 +0000 2022,1521383027628150784,Fuji mana Fuji #MetGala2022 #MetGala https://t.co/ZkJSmNpY3K,7,21,51,353,lv,1055661202422947840,1521383027628150784,firzadwp,https://twitter.com/firzadwp/status/1521383027628150784,
Sat Apr 30 23:14:19 +0000 2022,1520542089335177216,Fans kpop vs fansnya Lesti dan Fuji kira-kira menang yang mana ya?,11,157,31,492,in,1296148826248474626,1520542089335177216,SumbiriYosua,https://twitter.com/SumbiriYosua/status/1520542089335177216,
Fri Apr 29 21:02:15 +0000 2022,1520146466253451264,"Kata hari ini🙌🙏🤣😂  #Messi Man United Amanda Manopo Trent Jerome Fuji Agung Hapsah https://t.co/n31l13fKWM""",35,66,422,2774,in,1167078058269872128,1520146466253451264,SukaGilaBola,https://twitter.com/SukaGilaBola/status/1520146466253451264,
Fri Apr 29 15:28:30 +0000 2022,1520062477358092288,@nickigrandongg Buat orang² yang ngefans ke fuji emang ngefans apanya anjim?,13,61,29,1065,in,1517552537355784192,1519914370477989890,DedeYus32449155,https://twitter.com/DedeYus32449155/status/1520062477358092288,nickigrandongg
Fri Apr 29 13:48:22 +0000 2022,1520037278797942785,"Semua koar² fuji karyanya apa, tp tutup mata. Dia bikin konten, jd model vclip, main film, jd brand ambasador itu juga termasuk karya dia loh. Ga semua org public speakingnya bagus loh..lucu deh, lihat netizen-netizen yang pada paling punya karya kalau komen wkwkwk @thofuprotect",14,65,116,2726,in,2275477297,1520037278797942785,Annisa_Nisza,https://twitter.com/Annisa_Nisza/status/1520037278797942785,thofuprotect
Fri Apr 29 12:58:31 +0000 2022,1520024730148818944,@JuanMarpaung99 Gw bosen banget sama muka nya Fuji demi dah,16,73,117,1271,in,1161101711655591936,1519923387832827904,yougurtbasi,https://twitter.com/yougurtbasi/status/1520024730148818944,JuanMarpaung99
Fri Apr 29 12:10:20 +0000 2022,1520012608362885120,"Bukan fans Fuji, tapi menurutku kalau dia tidak ada daya tarik, pasti namanya langsung turun kalau kejadian kemarin sudah agak turun juga pemberitaanya. Tapi ini dia konsisten hitsnya smpe sekarang bahkan cenderung naik, berarti ada faktor X yang bikin dia bertahan. https://t.co/1YHzIuDxiT",28,130,113,2223,in,1361156294036480002,1520012608362885120,itispman,https://twitter.com/itispman/status/1520012608362885120,
Fri Apr 29 12:00:41 +0000 2022,1520010176631218176,"fuji ame mayang sebenarnya mah sama, sama2 nyari duit cuman yang lebih problematik dan ga pinter nyari duit mayang kalo fuji lebih cepet nyari perhatian ya gara2 gala dia ngomong salah aja di bela mayang nafas aja salah intinya lo good looking lo aman",25,63,62,1346,in,1440305097506840591,1520010176631218176,tawnzzy,https://twitter.com/tawnzzy/status/1520010176631218176,
Fri Apr 29 11:57:08 +0000 2022,1520009283118993408,"@urcutechat @vinjrendia @JuanMarpaung99 sumpah ini yg bilang fuji terkenal krn musibah sakit sih, sakit bgt digituin, emg ada org yg mau kena musibah? kalo emg rezekinya dia jalannya disitu gimana? lo mau nyalahin Tuhan gitu?  gila sih kalo manusia udah kena penyakit hati",7,52,101,2141,in,1281819320444579841,1519923387832827904,sehungemez,https://twitter.com/sehungemez/status/1520009283118993408,"urcutechat, vinjrendia, JuanMarpaung99"
Fri Apr 29 08:02:53 +0000 2022,1519950335594299394,@eintvnk @JuanMarpaung99 Fix iyaaa sampe takut lo ama fansnya fuji takut dibilang punya penyakit hatii hahaha,13,32,75,3883,in,1379807294536343558,1519923387832827904,Leniiiitls,https://twitter.com/Leniiiitls/status/1519950335594299394,"eintvnk, JuanMarpaung99"
Fri Apr 29 07:10:22 +0000 2022,1519937116679344128,"@JuanMarpaung99 si fuji kalo pengen tau karyanya itugendong gala""""",49,82,94,1903,in,1214577082086244352,1519923387832827904,agungariaan,https://twitter.com/agungariaan/status/1519937116679344128,JuanMarpaung99
Fri Apr 29 06:46:34 +0000 2022,1519931129431998465,"@JuanMarpaung99 Si fuji sih, ga paham apa karya yg dijual ke publik",119,221,270,6245,in,1482510485191036928,1519923387832827904,forthelastkiss,https://twitter.com/forthelastkiss/status/1519931129431998465,JuanMarpaung99
Fri Apr 29 06:15:49 +0000 2022,1519923387832827904,"Amanda Manopo, Arya Saloka, Rachel Vennya, Keanu, Fuji orang² tanpa karya tapi fansnya banyak banget bangsat. https://t.co/1deXSKDSlA",4463,3951,5110,42448,in,1304482644487409664,1519923387832827904,JuanMarpaung99,https://twitter.com/JuanMarpaung99/status/1519923387832827904,
Fri Apr 29 04:22:33 +0000 2022,1519894886954110976,"Selamat menjalani akhir pekan! Mumpung lagi libur, mau ngeshare sekalian deh google drive aku yang isinya 1000+ kumpulan font yang bisa kamu download dan pake buat bikin konten, semoga tetap produktif berkonten menuju lebaran ini!  Oh iya dapet salam dulu nih dari Fuji san 🖤🗻 https://t.co/KuGuRQeEOk",5,11,91,752,in,326059312,1519894886954110976,kevinpramudya_,https://twitter.com/kevinpramudya_/status/1519894886954110976,
Mon Apr 25 21:33:03 +0000 2022,1518704666632146950,"Mt. Fuji, Japan 🇯🇵 📸: mr.rafah | IG https://t.co/Uyg8zpLZzW",11,5,293,2579,in,745661583674617857,1518704666632146950,NatureVSCO,https://twitter.com/NatureVSCO/status/1518704666632146950,
Thu Apr 07 09:45:00 +0000 2022,1512003497977208833,"Mt Fuji by Okada Koichi, 1950  #woodblockprint https://t.co/a9MGE1XlrB",2,2,102,455,in,910305551220826113,1512003497977208833,JapanTraCul,https://twitter.com/JapanTraCul/status/1512003497977208833,
Wed Mar 23 14:03:55 +0000 2022,1506632838623506433,"Japan ,Fuji 📷📸 #nature #NaturePhotography https://t.co/Zrr9xwvu5E",10,16,326,1525,in,1529151601,1506632838623506433,SarahiArQui,https://twitter.com/SarahiArQui/status/1506632838623506433,
Sat Mar 19 06:18:01 +0000 2022,1505066042355113994,[TRANS] 🐶 190322  OP: Sini ke Fuji Q  🐶: *pake katakana* Algesseo 🐶: fyi itu artinya oke ya !  @treasuremembers https://t.co/ATOMRMVj1o,12,4,84,1136,in,1376469852479574020,1505066042355113994,teuverse_id,https://twitter.com/teuverse_id/status/1505066042355113994,treasuremembers
Thu Mar 17 16:57:55 +0000 2022,1504502300609589253,"@Askrlfess Ampe skrg gapercaya fuji ama thoriq beneran pacaran, saking banyaknya konten keluarga gledek, apa2 dikontenin",2,2,29,854,in,899644787443159040,1504501726493044738,lastjulliette,https://twitter.com/lastjulliette/status/1504502300609589253,Askrlfess
Thu Mar 17 16:57:50 +0000 2022,1504502280489508869,"@Askrlfess Ntar fuji lagi yang kena hadyuu. Ortunya fuji lagi pelik urusan gala ga kelar kenapa kaya gini dikontenin:( udah jangan di-up nder biar netijen ga hujat tiap pihak""",2,2,16,1009,in,798243018,1504501726493044738,ryskantny,https://twitter.com/ryskantny/status/1504502280489508869,Askrlfess
Thu Mar 17 05:38:39 +0000 2022,1504331359816339457,"@Askrlfess seriusan? wkwk tapi serius menurut gue mereka gak cocok sih, fuji nyari cowo lain aja🥲",6,15,11,1937,in,1417140835754205189,1504330059628175361,yeriunpad,https://twitter.com/yeriunpad/status/1504331359816339457,Askrlfess
Wed Mar 16 07:20:38 +0000 2022,1503994636716625921,"@treasurebabble ntar lama lama fuji jadi teume, terus bisa donasi buat next cb deh aamiin 😇🤲🏻",1,0,7,603,in,1059520925631078400,1503988185843392515,youaremy131,https://twitter.com/youaremy131/status/1503994636716625921,treasurebabble
Tue Mar 15 13:35:15 +0000 2022,1503726520484786182,"-hey GUYS 😭😭 FUJI NOTICE POST AN TEUME DODI KETEMU FUJI"" CAPEKK BANGETT 😭😭 https://t.co/8s8Uiz8iwQ""",186,136,527,8430,in,1210342758029807616,1503726520484786182,starfess,https://twitter.com/starfess/status/1503726520484786182,
Tue Mar 15 13:25:20 +0000 2022,1503724025255632900,teume! Tolong ngakak banget 😭😭😭 bisa-bisanya di notice fuji 😭😭 https://t.co/3ybUzwEKaY,357,205,449,5582,in,1271439514460753920,1503724025255632900,treasuremenfess,https://twitter.com/treasuremenfess/status/1503724025255632900,
Tue Mar 15 11:30:14 +0000 2022,1503695061615214594,teume! SEMOGA NANTI DODI DENGAN FUJI GADA KONFLIK DIATAS PANGGUNG YA... SOALNYA MALAM INI FUJI dateng😭😭😭,763,550,739,8544,in,1271439514460753920,1503695061615214594,treasuremenfess,https://twitter.com/treasuremenfess/status/1503695061615214594,
Mon Mar 07 15:38:47 +0000 2022,1500858506966044672,@anyaselalubenar Bagus deh gak ada Toriq ma fuji,15,43,52,1231,in,1475968045927395330,1500858404763541504,inversifil,https://twitter.com/inversifil/status/1500858506966044672,anyaselalubenar
Sat Mar 05 07:47:55 +0000 2022,1500015236057034754,Run fuji run,1,2,71,431,in,736940016,1500015236057034754,spesdelune,https://twitter.com/spesdelune/status/1500015236057034754,
Sat Mar 05 04:24:21 +0000 2022,1499964007091826693,"@txtdrimedia Fuji adalah gw, Thariq adalah mantan gw wkwkwkwk gak tahu ya endingnya sama apa kaga wkwkwkwk",5,21,25,314,in,186796485,1499748826823163916,aashkaarora,https://twitter.com/aashkaarora/status/1499964007091826693,txtdrimedia
